[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2022-01-01']]
[['Nikhil Chaudhary', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-09']]
[['Girolamo Arnaldi', 'startWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-09']]
[['Gabriel Juárez', 'startWorksFor', 'University of Sussex', '2022-09-10']]
[['Oleksandr Kapliyenko', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-10']]
[['Rémi Brague', 'endWorksFor', 'University of Leicester', '2022-09-10']]
[['Amalia Levari', 'endNotableWork', 'Harvey Beaks', '2022-09-10']]
[['Isabelle Dias', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-11']]
[['Oleksandr Kapliyenko', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-11']]
[['Gabriel Juárez', 'endWorksFor', 'University of Sussex', '2022-09-11']]
[['Wei Gao', 'endWorksFor', 'University of Leicester', '2022-09-11']]
[['Institut de Physique du Globe de Paris', 'endLeader', 'Robert S. Langer', '2022-09-11']]
[['David Blei', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-11']]
[['University of Rennes 1', 'startLeader', 'Libor Chrobok', '2022-09-11']]
[['Câmpulung', 'startLeader', 'Heinz Hermann Thiele', '2022-09-11']]
[['Oleksandr Kapliyenko', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-11']]
[['Private Barnehagers Landsforbund', 'endLeader', 'Radovan Vítek', '2022-09-12']]
[['Credit Suisse', 'endLeader', 'Radovan Vítek', '2022-09-12']]
[['Zheng Liang', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-12']]
[['Aaron Ray', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-12']]
[['Osazee O Oyanoghafo', 'endWorksFor', 'Macquarie University Department Of Biological Sciences', '2022-09-12']]
[['Aiden Karuse', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-13']]
[['Howard Nathaniel Lee', 'startWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-13']]
[['Cole Long', 'startWorksFor', 'Endemol Shine Group', '2022-09-13']]
[['Gairges Daow', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-13']]
[['Girolamo Arnaldi', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-13']]
[['Paweł Drozd', 'endNotableWork', 'Świat Z Lotu Drozda', '2022-09-13']]
[['Lufthansa Group', 'endLeader', 'Oldřich Bajer', '2022-09-13']]
[['Captain America: Civil War', 'startActor', 'Radovan Vítek', '2022-09-14']]
[['Leon Bailey', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-14']]
[['Muthuchamy Nallal', 'startWorksFor', 'Department of Home Affairs (Australia)', '2022-09-14']]
[['Aiden Karuse', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-14']]
[['Francis Wong', 'endWorksFor', 'La Trobe University', '2022-09-14']]
[['Laura Hobley', 'endWorksFor', 'Queen\'s University Belfast', '2022-09-14']]
[['Leon Bailey', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-15']]
[['Muthuchamy Nallal', 'endWorksFor', 'Department of Home Affairs (Australia)', '2022-09-15']]
[['Zyon Dobbs', 'startWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-15']]
[['Gha Young Lee', 'endWorksFor', 'Brigham and Women\'s Hospital', '2022-09-15']]
[['Colin Russell', 'startWorksFor', 'Charleston Area Medical Center', '2022-09-15']]
[['Muthuchamy Nallal', 'endWorksFor', 'Department of Home Affairs (Australia)', '2022-09-15']]
[['Zheng Liang', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-15']]
[['29th Canadian Ministry', 'startLeader', 'Marc Asbeck', '2022-09-15']]
[['Zyon Dobbs', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-16']]
[['Zyon Dobbs', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-16']]
[['SoftBank Group', 'startLeader', 'Marc Asbeck', '2022-09-16']]
[['Stodůlky Property Park', 'endLeader', 'Oldřich Bajer', '2022-09-16']]
[['Gregory Hannon', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-16']]
[['Falk Hassler', 'startWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-16']]
[['Bharat A Panuganti', 'endWorksFor', 'University of California, San Diego', '2022-09-17']]
[['David Blei', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-18']]
[['Falk Hassler', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-18']]
[['Falk Hassler', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-18']]
[['Patrick Sibomana', 'startWorksFor', 'Federal University of Roraima', '2022-09-18']]
[['Falk Hassler', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-18']]
[['Falk Hassler', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-18']]
[['Marco Iannetta', 'startWorksFor', 'Charleston Area Medical Center', '2022-09-19']]
[['University of Rennes 1', 'endLeader', 'Libor Chrobok', '2022-09-19']]
[['29th Canadian Ministry', 'endLeader', 'Marc Asbeck', '2022-09-19']]
[['Patrick Sibomana', 'endWorksFor', 'Federal University of Roraima', '2022-09-19']]
[['Yasir Suhail', 'startWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-19']]
[['Howard Nathaniel Lee', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2022-09-19']]
[['Bruno De Medeiros', 'endAcademicDegree', 'Master of Business Administration', '2022-09-19']]
[['Colin Russell', 'endWorksFor', 'Charleston Area Medical Center', '2022-09-19']]
[['Monjur Ahmed', 'startWorksFor', 'Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media', '2022-09-20']]
[['Gregory Hannon', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-20']]
[['Kvartis', 'startLeader', 'Libor Chrobok', '2022-09-20']]
[['Câmpulung', 'endLeader', 'Heinz Hermann Thiele', '2022-09-20']]
[['Gregory Hannon', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-20']]
[['Nikhil Chaudhary', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-20']]
[['Cole Long', 'endWorksFor', 'Endemol Shine Group', '2022-09-20']]
[['Izamal Municipality', 'endLeader', 'Radovan Vítek', '2022-09-21']]
[['Keven Alemán', 'startWorksFor', 'Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media', '2022-09-21']]
[['Antoine Biehler', 'startWorksFor', 'Department of Home Affairs (Australia)', '2022-09-21']]
[['Christine Maugüé', 'endWorksFor', 'University of Leicester', '2022-09-21']]
[['Sophie Nicole', 'endWorksFor', 'Inserm', '2022-09-21']]
[['Gustavo Rodríguez-Coira', 'startWorksFor', 'Sri Venkateswara University', '2022-09-21']]
[['Phillip D Rivera', 'startWorksFor', 'Charleston Area Medical Center', '2022-09-21']]
[['Hiro Taiyo Hamada', 'endWorksFor', 'Okinawa Institute of Science and Technology', '2022-09-21']]
[['Jean-Claude Narcy', 'startWorksFor', 'Charleston Area Medical Center', '2022-09-22']]
[['Dele Alli', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-22']]
[['Rowan Sprague', 'startWorksFor', 'University of Lille Nord de France', '2022-09-23']]
[['Jared Dudley', 'startWorksFor', 'Charleston Area Medical Center', '2022-09-23']]
[['Sheldon Eberhardt', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-24']]
[['Sørum', 'endLeader', 'Libor Chrobok', '2022-09-26']]
[['Andrew Lensen', 'startWorksFor', 'I.M.O.R.E.P', '2022-09-27']]
[['Seattle', 'startLeader', 'Marc Asbeck', '2022-09-27']]
[['Polyesters', 'startLeader', 'Chairul Tanjung', '2022-09-28']]
[['Sergey Bezrukov', 'startWorksFor', 'Hahnemann University Hospital', '2022-09-28']]
[['Kvartis', 'endLeader', 'Libor Chrobok', '2022-09-28']]
[['Paolo Rossini', 'startWorksFor', 'Hahnemann University Hospital', '2022-09-29']]
[['SoftBank Group', 'endLeader', 'Marc Asbeck', '2022-09-29']]
[['SoftBank Group', 'endLeader', 'Marc Asbeck', '2022-09-29']]
[['Jordan M Casey', 'startWorksFor', 'Potomac Cfi', '2022-09-29']]
[['SoftBank Group', 'endLeader', 'Marc Asbeck', '2022-09-29']]
[['Admir Adrović', 'startWorksFor', 'UOP LLC', '2022-09-29']]
[['Intel', 'startLeader', 'Radovan Vítek', '2022-09-30']]
[['Dana Raysor', 'startWorksFor', 'Potomac Cfi', '2022-09-30']]
[['Seattle', 'endLeader', 'Marc Asbeck', '2022-09-30']]
[['Christopher Joyce', 'startMemberOf', 'Disney Television Studios', '2022-10-01']]
[['Austin Eagleton', 'startMemberOf', 'UOP LLC', '2022-10-01']]
[['Clarence Nadolny', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-01']]
[['Ryō Kubota', 'startAcademicDegree', 'Master of Fine Arts', '2022-10-01']]
[['John Peter Merryman Boncori', 'startAcademicDegree', 'Master of Arts', '2022-10-01']]
[['Thibault Vlietinck', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-01']]
[['Paolo Rossini', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-01']]
[['Bharath Sundaram', 'endWorksFor', 'Nalanda University', '2022-10-01']]
[['Jordan M Casey', 'endWorksFor', 'Potomac Cfi', '2022-10-01']]
[['Dariusz Dudka', 'startWorksFor', 'UOP LLC', '2022-10-01']]
[['Paolo Rossini', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-01']]
[['Peter Jeszenszki', 'startAcademicDegree', 'Master of Arts', '2022-10-01']]
[['Dana Raysor', 'endWorksFor', 'Potomac Cfi', '2022-10-01']]
[['Toms Skujiņš', 'startAcademicDegree', 'Master of Arts', '2022-10-01']]
[['Chris Dubose', 'startWorksFor', 'Newcastle upon Tyne Hospitals NHS Foundation Trust', '2022-10-02']]
[['Yuheng Huang', 'endWorksFor', 'University of Wisconsin–Madison', '2022-10-02']]
[['Marshed Mohamed', 'startMemberOf', 'Hahnemann University Hospital', '2022-10-02']]
[['Md Furkanur Rahaman Mizan', 'endWorksFor', 'Chung Ang University - Anseong Campus', '2022-10-02']]
[['Gustavo Bravo Ruiz', 'startAcademicDegree', 'Master of Education', '2022-10-02']]
[['Artem Galyak', 'startMemberOf', 'Brittany And Loire University', '2022-10-02']]
[['Krista Schoening', 'award', 'Master of Arts', '2022-10-02']]
[['Upper Bavaria', 'endLeader', 'Daniel Ek', '2022-10-02']]
[['Clarence Nadolny', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-02']]
[['Jean-Claude Narcy', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-02']]
[['Dariusz Dudka', 'endWorksFor', 'UOP LLC', '2022-10-02']]
[['Binjian Ma', 'startAcademicDegree', 'Master of Arts', '2022-10-02']]
[['Clarence Nadolny', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-02']]
[['Ethan Baruch', 'startAcademicDegree', 'Master of Fine Arts', '2022-10-03']]
[['Shaw Lacy', 'startWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-03']]
[['Maria Francesca Manca', 'endWorksFor', 'Agence Régionale De Santé De Bourgogne-Franche-Comté', '2022-10-03']]
[['Stéphane Gioanni', 'startMemberOf', 'Hahnemann University Hospital', '2022-10-03']]
[['Willians Santana', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-03']]
[['Caleb Wood', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-03']]
[['Julien Dray', 'startAcademicDegree', 'Master of Business Administration', '2022-10-03']]
[['Chris Dubose', 'endWorksFor', 'Newcastle upon Tyne Hospitals NHS Foundation Trust', '2022-10-03']]
[['Jaroslava Panáková', 'endWorksFor', 'University of Vienna', '2022-10-03']]
[['Boris Latosh', 'endWorksFor', 'Joint Institute for Nuclear Research', '2022-10-03']]
[['Thibault Vlietinck', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-03']]
[['Zach Allison', 'startAcademicDegree', 'Master of Fine Arts', '2022-10-03']]
[['Shen Jilan', 'startAcademicDegree', 'Master of Arts', '2022-10-04']]
[['Seyede Fatemeh Ghoreishi', 'startWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-04']]
[['Trachette Jackson', 'startAcademicDegree', 'Master of Education', '2022-10-04']]
[['Shaw Lacy', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-04']]
[['Jordi Sànchez (politician)', 'award', 'Master of Business Administration', '2022-10-04']]
[['Shaw Lacy', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-04']]
[['Nevo Mizrahi', 'startWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-04']]
[['Reggie James', 'startMemberOf', 'Hahnemann University Hospital', '2022-10-04']]
[['Admir Adrović', 'endWorksFor', 'UOP LLC', '2022-10-04']]
[['Anton Ivanov', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-04']]
[['Sue Shon', 'startAcademicDegree', 'Master of Fine Arts', '2022-10-04']]
[['Elizaveta Oshurkova', 'startAcademicDegree', 'Master of Arts', '2022-10-04']]
[['Dariusz Dudka', 'startAcademicDegree', 'Master of Arts', '2022-10-04']]
[['Reece James (footballer, born 1999)', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-05']]
[['Polyesters', 'endLeader', 'Chairul Tanjung', '2022-10-05']]
[['Dark Souls III', 'award', 'Master of Business Administration', '2022-10-05']]
[['Shokhboz Umarov', 'startAcademicDegree', 'Master of Arts', '2022-10-05']]
[['Seyede Fatemeh Ghoreishi', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-05']]
[['Krzysztof Gawkowski', 'award', 'Master of Business Administration', '2022-10-05']]
[['Shelby Simmons', 'endNotableWork', 'Bunk\'d', '2022-10-05']]
[['Nevo Mizrahi', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-05']]
[['Seyede Fatemeh Ghoreishi', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-05']]
[['Nevo Mizrahi', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2022-10-05']]
[['Anton Ivanov', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-06']]
[['Anton Ivanov', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-06']]
[['Simona Hajduk', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-06']]
[['Arseny Mironov', 'startWorksFor', 'Hahnemann University Hospital', '2022-10-06']]
[['Zelimkhan Bakayev', 'startWorksFor', 'Hewlett Packard Enterprise', '2022-10-06']]
[['Reece James (footballer, born 1999)', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-06']]
[['Reece James (footballer, born 1999)', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-06']]
[['Shawn Mendes', 'award', 'Master of Arts', '2022-10-06']]
[['Roland Jahn', 'startWorksFor', 'The Walt Disney Company', '2022-10-07']]
[['Ikenna Ndugba', 'startWorksFor', 'The Walt Disney Company', '2022-10-07']]
[['Alonso Vicente Pizarro Valdebenito', 'startWorksFor', 'Hewlett Packard Enterprise', '2022-10-07']]
[['Simona Hajduk', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-07']]
[['Alonzo Sule', 'award', 'Master of Business Administration', '2022-10-07']]
[['Arseny Mironov', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-07']]
[['Arseny Mironov', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-07']]
[['Caleb Wood', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-07']]
[['Zelimkhan Bakayev', 'endWorksFor', 'Hewlett Packard Enterprise', '2022-10-07']]
[['Alonso Vicente Pizarro Valdebenito', 'endWorksFor', 'Hewlett Packard Enterprise', '2022-10-08']]
[['Thomas J Huggins', 'startWorksFor', 'The Walt Disney Company', '2022-10-08']]
[['Willians Santana', 'endWorksFor', 'Hahnemann University Hospital', '2022-10-08']]
[['Philippe Petitcolin', 'award', 'Master of Arts', '2022-10-08']]
[['Roland Jahn', 'endWorksFor', 'The Walt Disney Company', '2022-10-08']]
[['Francis Wong', 'endAcademicDegree', 'Master of Education', '2022-10-08']]
[['Géry Moutier', 'startWorksFor', 'The Walt Disney Company', '2022-10-08']]
[['Tyler Streeter', 'startWorksFor', 'The Walt Disney Company', '2022-10-09']]
[['Nyzaiah Chambers', 'startOwns', 'Libor Chrobok', '2022-10-09']]
[['Einsteinhaus', 'endLeader', 'Libor Chrobok', '2022-10-09']]
[['Dāvis Rozītis', 'startWorksFor', 'Julius Meinl Living Holdings', '2022-10-09']]
[['Franck Kessié', 'award', 'Master of Business Administration', '2022-10-10']]
[['Arts et Métiers ParisTech', 'startLeader', 'Larry Page', '2022-10-10']]
[['Rømskog', 'startLeader', 'Jensen Huang', '2022-10-10']]
[['Puerto Baquerizo Moreno', 'startLeader', 'Marc Asbeck', '2022-10-10']]
[['Mychal Mulder', 'startWorksFor', 'Julius Meinl Living Holdings', '2022-10-10']]
[['Emilia Kłoda', 'startWorksFor', 'Julius Meinl Living Holdings', '2022-10-11']]
[['Antonio Rosati', 'startWorksFor', 'University of Lille Nord de France', '2022-10-11']]
[['Shivani Gupta', 'award', 'Master of Education', '2022-10-11']]
[['Tre Vance', 'startWorksFor', 'Julius Meinl Living Holdings', '2022-10-11']]
[['Arts et Métiers ParisTech', 'endLeader', 'Larry Page', '2022-10-11']]
[['Arseniy Bondarenko', 'startWorksFor', 'Julius Meinl Living Holdings', '2022-10-12']]
[['Perigo', 'startLeader', 'Nick Benninger', '2022-10-12']]
[['Le Mont-sur-Lausanne', 'startLeader', 'Jensen Huang', '2022-10-12']]
[['Cantamayec Municipality', 'startLeader', 'Amir Haddad', '2022-10-13']]
[['Paula R Villamayor', 'startWorksFor', 'Julius Meinl Living Holdings', '2022-10-13']]
[['Scp Bigaud', 'endLeader', 'John Baker (musher)', '2022-10-13']]
[['Tyrik Edwards', 'startWorksFor', 'Innogy Česká Republika', '2022-10-15']]
[['Ryan Young', 'startWorksFor', 'Paris Diderot University', '2022-10-15']]
[['Béatrice Abollivier', 'startWorksFor', 'University of Alcalá', '2022-10-15']]
[['Mauricio Macri', 'startWorksFor', 'BlackRock', '2022-10-16']]
[['Jönköping County', 'startLeader', 'Amir Haddad', '2022-10-17']]
[['Philippa Howden-Chapman', 'startWorksFor', 'BlackRock', '2022-10-17']]
[['Puerto Baquerizo Moreno', 'endLeader', 'Marc Asbeck', '2022-10-17']]
[['Blue Coat Systems', 'startLeader', 'Marc Asbeck', '2022-10-18']]
[['Anthony Maisonnial', 'startWorksFor', 'BlackRock', '2022-10-18']]
[['Selje', 'startLeader', 'Chairul Tanjung', '2022-10-18']]
[['Yang Li', 'startWorksFor', 'Endemol Shine Group', '2022-10-18']]
[['Zhen-Song Chen', 'startWorksFor', 'University of Bristol', '2022-10-19']]
[['Martin Jarmick', 'startWorksFor', 'University of Lille Nord de France', '2022-10-19']]
[['Ian McCoshen', 'startWorksFor', 'Endemol Shine Group', '2022-10-19']]
[['Blue Coat Systems', 'endLeader', 'Marc Asbeck', '2022-10-19']]
[['Yan Yang', 'startWorksFor', 'Tfus', '2022-10-19']]
[['Ci Asset', 'startLeader', 'Radovan Vítek', '2022-10-19']]
[['Slimane Sissoko', 'startWorksFor', 'University of Bristol', '2022-10-20']]
[['Alex Hart', 'startWorksFor', 'University of Lille Nord de France', '2022-10-20']]
[['Senja (municipality)', 'startLeader', 'Nick Benninger', '2022-10-20']]
[['Cassie Lang', 'startWorksFor', 'University of Bristol', '2022-10-20']]
[['Collonge-Bellerive', 'startLeader', 'Radovan Vítek', '2022-10-21']]
[['Raghu Betha', 'startWorksFor', 'University of Bristol', '2022-10-21']]
[['Cyril Lemoine', 'startWorksFor', 'University of Bristol', '2022-10-21']]
[['David Loera', 'startWorksFor', 'Endemol Shine Group', '2022-10-22']]
[['Fabien Doubey', 'startWorksFor', 'Tfus', '2022-10-22']]
[['Zsuzsanna Barad', 'startWorksFor', 'University of Bristol', '2022-10-22']]
[['Sollentuna Municipality', 'startLeader', 'Heinz Hermann Thiele', '2022-10-22']]
[['Wei E.I. Sha', 'startWorksFor', 'National University of Singapore', '2022-10-23']]
[['Senja (municipality)', 'endLeader', 'Nick Benninger', '2022-10-23']]
[['Patrick Sieloff', 'startWorksFor', 'University-Hospital Polyclinic Of Modena', '2022-10-24']]
[['Antonio Vranković', 'startWorksFor', 'Tfus', '2022-10-24']]
[['Tj Clifford', 'startWorksFor', 'University of Lille Nord de France', '2022-10-25']]
[['Taysom Hill', 'startWorksFor', 'The Pretenders', '2022-10-25']]
[['Jönköping County', 'endLeader', 'Amir Haddad', '2022-10-25']]
[['Perigo', 'endLeader', 'Nick Benninger', '2022-10-26']]
[['Le Mont-sur-Lausanne', 'endLeader', 'Jensen Huang', '2022-10-26']]
[['Kujalleq', 'startLeader', 'Libor Chrobok', '2022-10-26']]
[['Kaisa Matomäki', 'startWorksFor', 'Disney Television Studios', '2022-10-27']]
[['Joe Young (basketball)', 'startWorksFor', 'Innogy Česká Republika', '2022-10-27']]
[['Jamie De Seymour', 'startWorksFor', 'BlackRock', '2022-10-28']]
[['Girolamo Arnaldi', 'startWorksFor', 'Hong Kong Polytechnic University', '2022-10-28']]
[['Leikanger', 'startLeader', 'Radovan Vítek', '2022-10-29']]
[['Aaron Wan-Bissaka', 'startWorksFor', 'University of Lille Nord de France', '2022-10-29']]
[['Thuong T.M. Pham', 'startWorksFor', 'BlackRock', '2022-10-30']]
[['Ci Asset', 'endLeader', 'Radovan Vítek', '2022-10-30']]
[['Nelson Aguirre-Duarte', 'startWorksFor', 'European Commission', '2022-10-31']]
[['Richeal Ni Riordain', 'startWorksFor', 'University of St Andrews', '2022-10-31']]
[['Dominic Romeo', 'startWorksFor', 'Disney Television Studios', '2022-10-31']]
[['Sailakshmi Velamoor', 'startWorksFor', 'Ministry of Defence (United Kingdom)', '2022-10-31']]
[['Province of Monza and Brianza', 'startLeader', 'Oldřich Bajer', '2022-11-01']]
[['Christopher Joyce', 'startAcademicDegree', 'Master of Music', '2022-11-01']]
[['Zane N Norvill', 'startAcademicDegree', 'Master of Business Administration', '2022-11-01']]
[['Nicolas Casanova', 'startWorksFor', 'Brittany And Loire University', '2022-11-01']]
[['Bismarck, North Dakota', 'startLeader', 'Heinz Hermann Thiele', '2022-11-01']]
[['Ha Dae-won', 'startMemberOf', 'Disney Television Studios', '2022-11-01']]
[['Derrick Bruce', 'endWorksFor', 'Disney Television Studios', '2022-11-01']]
[['FTX', 'startLeader', 'Lena Luthor', '2022-11-01']]
[['Gabriela Liberalino Lima', 'endWorksFor', 'Federal University of Roraima', '2022-11-01']]
[['Ryan Boyce', 'startAcademicDegree', 'Master of Education', '2022-11-01']]
[['Ana Escamilla', 'startWorksFor', 'Ministry of Defence (United Kingdom)', '2022-11-01']]
[['Sailakshmi Velamoor', 'endWorksFor', 'Ministry of Defence (United Kingdom)', '2022-11-01']]
[['Atash V. Gurbanov', 'startAcademicDegree', 'Master of Music', '2022-11-01']]
[['Derrick Bruce', 'endWorksFor', 'Disney Television Studios', '2022-11-01']]
[['Derrick Bruce', 'endWorksFor', 'Disney Television Studios', '2022-11-01']]
[['Sollentuna Municipality', 'endLeader', 'Heinz Hermann Thiele', '2022-11-01']]
[['Meagan Arthur', 'startAcademicDegree', 'Master of Music', '2022-11-02']]
[['Quayson Williams', 'startMemberOf', 'Brittany And Loire University', '2022-11-02']]
[['Zach Allison', 'startAcademicDegree', 'Master of Arts', '2022-11-02']]
[['Ionuț Vînă', 'startWorksFor', 'Fondy Bydleni 1', '2022-11-02']]
[['Jalen Gibson', 'award', 'Master of Education', '2022-11-02']]
[['Dmitry Sibilev', 'startMemberOf', 'Tfus', '2022-11-02']]
[['FTX', 'endLeader', 'Lena Luthor', '2022-11-02']]
[['Collonge-Bellerive', 'endLeader', 'Radovan Vítek', '2022-11-02']]
[['Dominic Romeo', 'endWorksFor', 'Disney Television Studios', '2022-11-02']]
[['Shokhboz Umarov', 'startAcademicDegree', 'Master of Music', '2022-11-02']]
[['José R. Zubizarreta', 'startNotableWork', 'Master of Music', '2022-11-02']]
[['Kaisa Matomäki', 'endWorksFor', 'Disney Television Studios', '2022-11-02']]
[['Ana Escamilla', 'endWorksFor', 'Ministry of Defence (United Kingdom)', '2022-11-02']]
[['Richeal Ni Riordain', 'endWorksFor', 'University of St Andrews', '2022-11-02']]
[['Nvidia', 'startLeader', 'Iman Usman', '2022-11-03']]
[['Madison Monroe', 'award', 'Master of Arts', '2022-11-03']]
[['Soarthec', 'startLeader', 'Radovan Vítek', '2022-11-03']]
[['Nelson Aguirre-Duarte', 'endWorksFor', 'European Commission', '2022-11-03']]
[['Joseph Fourier University', 'startLeader', 'Jensen Huang', '2022-11-03']]
[['Frija L', 'endOwns', 'Ncaa Division I Men\'S Basketball', '2022-11-03']]
[['B. V. Doshi', 'startWorksFor', 'Brittany And Loire University', '2022-11-03']]
[['Digitale Gesellschaft', 'award', 'Master of Arts', '2022-11-03']]
[['Lufthansa Group', 'startLeader', 'Libor Chrobok', '2022-11-03']]
[['Nelson Aguirre-Duarte', 'endWorksFor', 'European Commission', '2022-11-03']]
[['Nicolas Casanova', 'endWorksFor', 'Brittany And Loire University', '2022-11-04']]
[['Sammis Reyes', 'startWorksFor', 'University of Edinburgh', '2022-11-04']]
[['Hewlett Packard Enterprise', 'startLeader', 'Radovan Vítek', '2022-11-04']]
[['Magali Picard', 'award', 'Master of Music', '2022-11-04']]
[['Christian Barrett', 'award', 'Master of Music', '2022-11-04']]
[['Iker Bilbao', 'startMemberOf', 'İzmir University of Economics', '2022-11-04']]
[['William Sánchez', 'startWorksFor', 'University of Lille Nord de France', '2022-11-04']]
[['Emmanuel Bandoumel', 'startWorksFor', 'Brittany And Loire University', '2022-11-04']]
[['Soarthec', 'endLeader', 'Radovan Vítek', '2022-11-04']]
[['Kyler J. Radmall', 'startWorksFor', 'Brittany And Loire University', '2022-11-04']]
[['Joseph Fourier University', 'endLeader', 'Jensen Huang', '2022-11-05']]
[['B. V. Doshi', 'endWorksFor', 'Brittany And Loire University', '2022-11-05']]
[['Sepideh Maziar', 'endWorksFor', 'Goethe University Frankfurt', '2022-11-05']]
[['Mahendra Kumar Prajapat', 'award', 'Master of Business Administration', '2022-11-05']]
[['Hornindal', 'startLeader', 'Radovan Vítek', '2022-11-05']]
[['Sammis Reyes', 'endWorksFor', 'University of Edinburgh', '2022-11-05']]
[['Josh Crumpler', 'startWorksFor', 'University of Cincinnati', '2022-11-05']]
[['Julien Chevallier', 'endWorksFor', 'Cergy-Pontoise University', '2022-11-05']]
[['Leikanger', 'endLeader', 'Radovan Vítek', '2022-11-05']]
[['Wuhan', 'startLeader', 'Amir Haddad', '2022-11-06']]
[['Hüseyin İlter', 'startWorksFor', 'University of Lille Nord de France', '2022-11-06']]
[['Liang Chen', 'startMemberOf', 'University of Kerala', '2022-11-06']]
[['Sivaprakash Sengodan', 'startMemberOf', 'University of Lille Nord de France', '2022-11-06']]
[['Heleen Nauwelaers', 'startWorksFor', 'University of Lille Nord de France', '2022-11-06']]
[['Jordi Gómez', 'award', 'Master of Music', '2022-11-06']]
[['Cantamayec Municipality', 'endLeader', 'Amir Haddad', '2022-11-06']]
[['Kyler J. Radmall', 'endWorksFor', 'Brittany And Loire University', '2022-11-06']]
[['City of Westminster', 'startMemberOf', 'Brittany And Loire University', '2022-11-07']]
