[['Timur Melekestsev', 'endMemberOf', 'FC Dynamo Makhachkala', '2022-01-01']]
[['James Rodríguez', 'endMemberOf', 'Al-Rayyan SC', '2022-09-01']]
[['Shoya Nakajima', 'endMemberOf', 'FC Porto', '2022-09-01']]
[['Achraf Bencharki', 'startMemberOf', 'Al Jazira Club', '2022-09-01']]
[['Driss Fettouhi', 'startMemberOf', 'Al-Markhiya SC', '2022-09-01']]
[['Ismail El Haddad', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-01']]
[['Driss Fettouhi', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-01']]
[['Yahya Jabrane', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-01']]
[['Aleksandr Bulychyov', 'startMemberOf', 'FC Torpedo Vladimir', '2022-09-01']]
[['Vladislav Nuriev', 'endMemberOf', 'FC Belshina Bobruisk', '2022-09-01']]
[['Terrence Tisdell', 'endMemberOf', 'FC Botoșani', '2022-09-01']]
[['Marko Mirić', 'endMemberOf', 'FK Radnički 1923', '2022-09-01']]
[['Artur Saramakha', 'endMemberOf', 'FC Molodechno', '2022-09-01']]
[['Danny Rose ( footballer, born 1990)', 'endMemberOf', 'Watford F. C.', '2022-09-01']]
[['Jan Vertonghen', 'endMemberOf', 'S. L. Benfica', '2022-09-01']]
[['Walid El Karti', 'startMemberOf', 'Pyramids FC', '2022-09-01']]
[['Ion Nicolaescu', 'endMemberOf', 'FC DAC 1904 Dunajská Streda', '2022-09-01']]
[['Massimo Luongo', 'startMemberOf', 'Middlesbrough F. C.', '2022-09-01']]
[['Ilya Shkurin', 'endMemberOf', 'Raków Częstochowa', '2022-09-01']]
[['Samuel Zimța', 'startMemberOf', 'FC Ripensia Timișoara', '2022-09-01']]
[['Yegor Filipenko', 'endMemberOf', 'FC Shakhtyor Soligorsk', '2022-09-01']]
[['Bilal El Khannous', 'startMemberOf', 'Morocco national under-23 football team generic instance', '2022-09-01']]
[['Soufiane Bouftini', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-02']]
[['Mohamed Fouzair', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-02']]
[['Hamza El Moussaoui', 'startMemberOf', 'RS Berkane', '2022-09-02']]
[['Mohamed Fouzair', 'startMemberOf', 'Al Raed FC', '2022-09-02']]
[['Dimitrios Pelkas', 'startMemberOf', 'Greece national football team', '2022-09-02']]
[['Abdelali Mhamdi', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-02']]
[['Abdelali Mhamdi', 'startMemberOf', 'Maghreb de Fès', '2022-09-02']]
[['Hamza El Moussaoui', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-02']]
[['Soufiane Bouftini', 'startMemberOf', 'Al Wasl F. C.', '2022-09-02']]
[['Hamza Mathlouthi', 'startMemberOf', 'Tunisia national football team generic instance', '2022-09-03']]
[['Ali Abdi ( footballer)', 'startMemberOf', 'Stade Malherbe Caen', '2022-09-03']]
[['Hamza Mathlouthi', 'startMemberOf', 'Zamalek SC', '2022-09-03']]
[['Hamza Rafia', 'startMemberOf', 'Tunisia national football team generic instance', '2022-09-03']]
[['Ali Abdi ( footballer)', 'startMemberOf', 'Tunisia national football team generic instance', '2022-09-03']]
[['Yoann Touzghar', 'startMemberOf', 'AC Ajaccio', '2022-09-05']]
[['Seifeddine Jaziri', 'startMemberOf', 'Zamalek SC', '2022-09-05']]
[['Yoann Touzghar', 'startMemberOf', 'Tunisia national football team generic instance', '2022-09-05']]
[['Issam Jebali', 'startMemberOf', 'Odense Boldklub', '2022-09-06']]
[['Issam Jebali', 'startMemberOf', 'Tunisia national football team generic instance', '2022-09-06']]
[['Saad Bguir', 'startMemberOf', 'Abha Club', '2022-09-07']]
[['Saad Bguir', 'startMemberOf', 'Tunisia national football team generic instance', '2022-09-07']]
[['Aleksey Tarakanov', 'startMemberOf', 'FC Traktor Minsk', '2022-09-08']]
[['Sebastian Tounekti', 'startMemberOf', 'Tunisia national football team generic instance', '2022-09-08']]
[['Moussa Sissako', 'startMemberOf', 'Mali national football team', '2022-09-08']]
[['Moussa Sissako', 'startMemberOf', 'PFC Sochi', '2022-09-08']]
[['Sebastian Tounekti', 'startMemberOf', 'FK Haugesund', '2022-09-08']]
[['Benjamin Tetteh', 'startMemberOf', 'Ghana national football team generic instance', '2022-09-09']]
[['Abdul Mumin', 'startMemberOf', 'Rayo Vallecano', '2022-09-09']]
[['Benjamin Tetteh', 'startMemberOf', 'Hull City A. F. C.', '2022-09-09']]
[['Tarik Tissoudali', 'startMemberOf', 'K. A. A. Gent', '2022-09-10']]
[['Ryan Mmaee', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-10']]
[['Joe Wollacott', 'startMemberOf', 'Charlton Athletic F. C.', '2022-09-10']]
[['Andy Yiadom', 'startMemberOf', 'Ghana national football team generic instance', '2022-09-10']]
[['Joe Wollacott', 'startMemberOf', 'Ghana national football team generic instance', '2022-09-10']]
[['Kwame Opoku', 'startMemberOf', 'Ghana national football team generic instance', '2022-09-10']]
[['Kwame Opoku', 'startMemberOf', 'Najran SC', '2022-09-10']]
[['Andy Yiadom', 'startMemberOf', 'Reading F. C.', '2022-09-10']]
[['Denis Odoi', 'startMemberOf', 'Club Brugge KV', '2022-09-10']]
[['Yahia Attiyat Allah', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-10']]
[['Tarik Tissoudali', 'startMemberOf', 'Morocco national football team generic instance', '2022-09-10']]
[['Ryan Mmaee', 'startMemberOf', 'Ferencvárosi TC', '2022-09-10']]
[['Yahia Attiyat Allah', 'startMemberOf', 'Wydad AC', '2022-09-10']]
[['Aleksandr Selyava', 'startMemberOf', 'FC Rostov', '2022-09-11']]
[['Aleh Patotski', 'startMemberOf', 'FC Isloch Minsk Raion', '2022-09-17']]
[['Dzmitry Taŭkačoŭ', 'startMemberOf', 'Fc Kronan', '2022-09-17']]
[['Vladislav Rubin', 'startMemberOf', 'Fc Kolas Červień', '2022-09-17']]
[['Denis Trapashko', 'startMemberOf', 'Fc Kolas Červień', '2022-09-17']]
[['Alyaksandr Klimenka', 'startMemberOf', 'FC Vertikal Kalinkovichi', '2022-09-18']]
[['Pavel Kuptsov', 'startMemberOf', 'FC Gorki', '2022-09-18']]
[['Yegor Khatkevich', 'startMemberOf', 'Belarus national football team', '2022-09-22']]
[['Massimiliano Allegri', 'endMemberOf', 'Juventus F. C.', '2022-09-22']]
[['Ruslan Lisakovich', 'startMemberOf', 'Belarus national football team', '2022-09-22']]
[['Dzmitry Rabtsaw', 'startMemberOf', 'Fc Homieĺski Dosliedny Liashas', '2022-09-24']]
[['Vladislav Borisenko', 'startMemberOf', 'FC Vertikal Kalinkovichi', '2022-09-24']]
[['Kenny Dougall', 'startMemberOf', 'Blackpool F. C.', '2022-09-25']]
[['Ruslan Yudenkov', 'startMemberOf', 'Belarus national football team', '2022-09-25']]
[['Gianni Stensness', 'startMemberOf', 'Australia men\' s national soccer team generic instance', '2022-09-25']]
[['Ben Folami', 'startMemberOf', 'Australia men\' s national soccer team generic instance', '2022-09-25']]
[['Ben Folami', 'startMemberOf', 'Melbourne Victory FC', '2022-09-25']]
[['Nikita Dudo', 'startMemberOf', 'FC Traktor Minsk', '2022-09-25']]
[['Gianni Stensness', 'startMemberOf', 'Viking FK', '2022-09-25']]
[['Charly Jan', 'endMemberOf', 'FC Martigues', '2022-09-25']]
[['Pavel Savitsky', 'startMemberOf', 'Belarus national football team', '2022-09-25']]
[['Kenny Dougall', 'startMemberOf', 'Australia men\' s national soccer team generic instance', '2022-09-25']]
[['Martin Valjent', 'endMemberOf', 'Slovakia national football team generic instance', '2022-09-25']]
[['Zaporozhye State', 'startNeighbors', 'Donetsk People\' s Republic', '2022-09-29']]
[['Zaporozhye State', 'startNeighbors', 'Kherson State', '2022-09-29']]
[['Youcef Belaïli', 'endMemberOf', 'Stade Brestois 29', '2022-09-29']]
[['Kherson State', 'startNeighbors', 'Russia', '2022-09-29']]
[['Kherson State', 'startNeighbors', 'Zaporozhye State', '2022-09-29']]
[['Russian invasion of Ukraine', 'startLocation', 'Zaporozhye State', '2022-09-29']]
[['Russian invasion of Ukraine', 'startLocation', 'Kherson State', '2022-09-29']]
[['Zaporozhye State', 'endNeighbors', 'Donetsk People\' s Republic', '2022-09-30']]
[['Zaporozhye State', 'endNeighbors', 'Kherson State', '2022-09-30']]
[['Russian invasion of Ukraine', 'endParticipant', 'Donetsk People\' s Republic', '2022-09-30']]
[['Nicholas D\' Agostino ( soccer)', 'startMemberOf', 'Melbourne Victory FC', '2022-09-30']]
[['Joris Nieuwenhuis', 'endMemberOf', 'Team DSM ( men\' s team)', '2022-09-30']]
[['Kherson State', 'endNeighbors', 'Russia', '2022-09-30']]
[['Russian invasion of Ukraine', 'endLocation', 'Donetsk People\' s Republic', '2022-09-30']]
[['Kherson State', 'endNeighbors', 'Zaporozhye State', '2022-09-30']]
[['Russian invasion of Ukraine', 'endLocation', 'Zaporozhye State', '2022-09-30']]
[['Russian invasion of Ukraine', 'endLocation', 'Kherson State', '2022-09-30']]
[['Nicholas D\' Agostino ( soccer)', 'startMemberOf', 'Australia men\' s national soccer team generic instance', '2022-09-30']]
[['David Castelló-Lurbe', 'endWorksFor', 'Research Foundation – Flanders ( FWO)', '2022-09-30']]
[['Gonzalo Higuaín', 'endMemberOf', 'Inter Miami CF', '2022-10-01']]
[['Semen Smunev', 'startMemberOf', 'Fc Vialies-2020', '2022-10-01']]
[['Syarhey Kandratsyew', 'endMemberOf', 'Fc Vialies-2020', '2022-10-01']]
[['California Institute of Technology', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Nevada, Reno', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Colorado Boulder', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Nebraska– Lincoln', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Dzyanis Kavalewski', 'endMemberOf', 'FC Rogachev', '2022-10-01']]
[['University of Maryland, College Park', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Aref Gholami', 'startMemberOf', 'Esteghlal F. C.', '2022-10-01']]
[['Chigozie Udoji', 'endMemberOf', 'Welling United F. C.', '2022-10-01']]
[['University of Virginia', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Boston College', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Franck Ribéry', 'endMemberOf', 'U. S. Salernitana 1919', '2022-10-01']]
[['University of the Balearic Islands', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Texas at Austin', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Michigan', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Aref Gholami', 'startMemberOf', 'Iran national football team generic instance', '2022-10-01']]
[['Clemson University', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of North Carolina at Chapel Hill', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of California, San Diego', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Haverford College', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['New York University', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Wisconsin– Milwaukee', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Northwestern University', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Artsyom Vasilyew', 'endMemberOf', 'FC Rogachev', '2022-10-01']]
[['University of Pittsburgh', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of California, Los Angeles', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Illinois Institute of Technology', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Southern California', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Gabriel Tamaș', 'endMemberOf', 'FC Petrolul Ploiești', '2022-10-01']]
[['Virginia Tech', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Tennessee', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Pa Omar Jobe', 'startMemberOf', 'FC Neman Grodno', '2022-10-02']]
[['Konstantin Rudenok', 'startMemberOf', 'FC Neman Grodno', '2022-10-02']]
[['Denis Yakhno', 'startMemberOf', 'Fc Homieĺski Dosliedny Liashas', '2022-10-02']]
[['Hossein Kanaanizadegan', 'startMemberOf', 'Iran national football team generic instance', '2022-10-03']]
[['Hossein Kanaanizadegan', 'startMemberOf', 'Al Ahli SC ( Doha)', '2022-10-03']]
[['Harold Cummings', 'startMemberOf', 'Cortuluá', '2022-10-03']]
[['Mohamed Chibi', 'startMemberOf', 'Pyramids FC', '2022-10-04']]
[['Anton Tereschenko', 'startMemberOf', 'Fc Homieĺski Dosliedny Liashas', '2022-10-08']]
[['Antonio Siyaka', 'startMemberOf', 'Fc Vialies-2020', '2022-10-08']]
[['Ivan Sulim', 'startMemberOf', 'Fc Homieĺski Dosliedny Liashas', '2022-10-08']]
[['Siavash Yazdani', 'startMemberOf', 'Iran national football team generic instance', '2022-10-08']]
[['Uladzimir Khilkevich', 'startMemberOf', 'FC Gorki', '2022-10-08']]
[['Mehdi Mehdipour', 'startMemberOf', 'Esteghlal F. C.', '2022-10-08']]
[['Mehdi Mehdipour', 'startMemberOf', 'Iran national football team generic instance', '2022-10-08']]
[['Mohammad Naderi', 'startMemberOf', 'Altay S. K.', '2022-10-08']]
[['Ilya Matalyha', 'startMemberOf', 'Fc Vialies-2020', '2022-10-08']]
[['Ruslan Kapantsow', 'startMemberOf', 'FC Gorki', '2022-10-08']]
[['Mikita Shuhunkow', 'startMemberOf', 'Fc Vialies-2020', '2022-10-08']]
[['Ahmad Nourollahi', 'startMemberOf', 'Iran national football team generic instance', '2022-10-08']]
[['Ahmad Nourollahi', 'startMemberOf', 'Shabab Al Ahli Club', '2022-10-08']]
[['Siavash Yazdani', 'startMemberOf', 'Esteghlal F. C.', '2022-10-08']]
[['Mohammad Naderi', 'startMemberOf', 'Iran national football team generic instance', '2022-10-08']]
[['Mohammad Mohebi', 'startMemberOf', 'C. D. Santa Clara', '2022-10-09']]
[['Mohammad Mohebi', 'startMemberOf', 'Esteghlal F. C.', '2022-10-09']]
[['Aleksandr Pavlovets', 'startMemberOf', 'FC Orenburg', '2022-10-09']]
[['Mohammad Mohebi', 'startMemberOf', 'Iran national football team generic instance', '2022-10-09']]
[['Danial Esmaeilifar', 'startMemberOf', 'Iran national football team generic instance', '2022-10-10']]
[['Shojae Khalilzadeh', 'startMemberOf', 'Al Ahli SC ( Doha)', '2022-10-10']]
[['Danial Esmaeilifar', 'startMemberOf', 'Persepolis F. C.', '2022-10-10']]
[['Milad Sarlak', 'startMemberOf', 'Iran national football team generic instance', '2022-10-10']]
[['Milad Sarlak', 'startMemberOf', 'Persepolis F. C.', '2022-10-10']]
[['Shojae Khalilzadeh', 'startMemberOf', 'Iran national football team generic instance', '2022-10-10']]
[['Amirhossein Hosseinzadeh', 'startMemberOf', 'Iran national football team generic instance', '2022-10-11']]
[['Amirhossein Hosseinzadeh', 'startMemberOf', 'R. Charleroi S. C.', '2022-10-11']]
[['Abdulellah Al-Malki', 'startMemberOf', 'Al Hilal SFC', '2022-10-14']]
[['Saleh Al-Shehri', 'startMemberOf', 'Al Hilal SFC', '2022-10-14']]
[['Abdulellah Al-Malki', 'startMemberOf', 'Saudi Arabia national football team generic instance', '2022-10-14']]
[['Saleh Al-Shehri', 'startMemberOf', 'Saudi Arabia national football team generic instance', '2022-10-14']]
[['Kang Sang-woo', 'startMemberOf', 'South Korea national football team generic instance', '2022-10-15']]
[['Kang Sang-woo', 'startMemberOf', 'Beijing Guoan F. C.', '2022-10-15']]
[['Kim Young-bin ( footballer, born 1991)', 'startMemberOf', 'Gangwon FC', '2022-10-15']]
[['Kim Young-bin ( footballer, born 1991)', 'startMemberOf', 'South Korea national football team generic instance', '2022-10-15']]
[['Jorge Sánchez ( footballer, born 1997)', 'startMemberOf', 'AFC Ajax', '2022-10-16']]
[['Mark Harris ( Welsh footballer)', 'startMemberOf', 'Cardiff City F. C.', '2022-10-16']]
[['Kristijan Lovrić', 'startMemberOf', 'Croatia national football team', '2022-10-16']]
[['Henry Martín', 'startMemberOf', 'Mexico national football team generic instance', '2022-10-16']]
[['Mark Harris ( Welsh footballer)', 'startMemberOf', 'Wales national football team', '2022-10-16']]
[['Kristijan Lovrić', 'startMemberOf', 'NK Osijek', '2022-10-16']]
[['Henry Martín', 'startMemberOf', 'Club América', '2022-10-16']]
[['Jorge Sánchez ( footballer, born 1997)', 'startMemberOf', 'Mexico national football team generic instance', '2022-10-16']]
[['Omar Al Somah', 'startMemberOf', 'Al-Arabi SC ( Qatar)', '2022-10-17']]
[['Abdullah Hassoun', 'startMemberOf', 'Damac FC', '2022-10-18']]
[['Aleksey Antilevsky', 'startMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-10-18']]
[['Ahmed Hassan ( footballer, born 1993)', 'startMemberOf', 'Egypt national football team generic instance', '2022-10-21']]
[['Petr Kazantsev', 'startMemberOf', 'FC Molodechno', '2022-10-22']]
[['Petros ( footballer)', 'startMemberOf', 'Al Fateh SC', '2022-10-22']]
[['Tarek Hamed', 'startMemberOf', 'Al-Ittihad Club ( Jeddah)', '2022-10-22']]
[['Alexander Domínguez', 'startMemberOf', 'Ecuador national football team generic instance', '2022-10-23']]
[['Alexander Domínguez', 'startMemberOf', 'L. D. U. Quito', '2022-10-23']]
[['Pedro Ortíz ( footballer, born 1990)', 'startMemberOf', 'Ecuador national football team generic instance', '2022-10-25']]
[['Hernán Galíndez', 'startMemberOf', 'S. D. Aucas', '2022-10-25']]
[['Pedro Ortíz ( footballer, born 1990)', 'startMemberOf', 'C. S. Emelec', '2022-10-25']]
[['Hernán Galíndez', 'startMemberOf', 'Ecuador national football team generic instance', '2022-10-25']]
[['Pedro Perlaza', 'startMemberOf', 'S. D. Aucas', '2022-10-26']]
[['Erick Ferigra', 'startMemberOf', 'Ecuador national football team generic instance', '2022-10-27']]
[['Erick Ferigra', 'startMemberOf', 'F. C. Paços de Ferreira', '2022-10-27']]
[['Jordy Caicedo', 'startMemberOf', 'Tigres UANL', '2022-10-28']]
[['Jordy Caicedo', 'startMemberOf', 'Ecuador national football team generic instance', '2022-10-28']]
[['Pedro Perlaza', 'startMemberOf', 'Ecuador national football team generic instance', '2022-10-28']]
[['Joaquín Piquerez', 'startMemberOf', 'Uruguay national football team generic instance', '2022-10-29']]
[['Edenílson', 'startMemberOf', 'Sport Club Internacional', '2022-10-29']]
[['Félix Torres ( footballer, born 1997)', 'startMemberOf', 'Ecuador national football team generic instance', '2022-10-29']]
[['Vsevolod Sadovsky', 'startMemberOf', 'FC Ordabasy', '2022-10-29']]
[['Lucas Boyé', 'startMemberOf', 'Argentina national football team generic instance', '2022-10-29']]
[['Xavier Arreaga', 'startMemberOf', 'Seattle Sounders FC', '2022-10-29']]
[['Edenílson', 'startMemberOf', 'Brazil national football team generic instance', '2022-10-29']]
[['Maksim Lutskiy', 'startMemberOf', 'FC Molodechno', '2022-10-29']]
[['Rodion Syamuk', 'startMemberOf', 'FC Akzhayik', '2022-10-29']]
[['Xavier Arreaga', 'startMemberOf', 'Ecuador national football team generic instance', '2022-10-29']]
[['Joaquín Piquerez', 'startMemberOf', 'Sociedade Esportiva Palmeiras', '2022-10-29']]
[['Andrey Klimovich', 'startMemberOf', 'FC Volga Ulyanovsk', '2022-10-29']]
[['Félix Torres ( footballer, born 1997)', 'startMemberOf', 'Santos Laguna', '2022-10-29']]
[['Keysher Fuller', 'startMemberOf', 'C. S. Herediano', '2022-10-30']]
[['Juan Pablo Vargas', 'startMemberOf', 'Millonarios F. C.', '2022-10-30']]
[['Juan Pablo Vargas', 'startMemberOf', 'Costa Rica national football team generic instance', '2022-10-30']]
[['Keysher Fuller', 'startMemberOf', 'Costa Rica national football team generic instance', '2022-10-30']]
[['Brandon Aguilera', 'startMemberOf', 'A. D. Guanacasteca', '2022-10-30']]
[['Brandon Aguilera', 'startMemberOf', 'Nottingham Forest F. C.', '2022-10-30']]
[['Gerson Torres', 'startMemberOf', 'Costa Rica national football team generic instance', '2022-10-30']]
[['Brandon Aguilera', 'startMemberOf', 'Costa Rica national football team generic instance', '2022-10-30']]
[['Artur Slabashevich', 'startMemberOf', 'FC Belshina Bobruisk', '2022-10-30']]
[['Alexandre Pato', 'endMemberOf', 'Orlando City SC', '2022-11-01']]
[['Semyon Shestilovsky', 'endMemberOf', 'FC Slavia Mozyr', '2022-11-01']]
[['Igor Costrov', 'endMemberOf', 'FC Gomel', '2022-11-01']]
[['Aleksandr Chizh ( footballer, born 2002)', 'endMemberOf', 'FC Osipovichi', '2022-11-01']]
[['Vladimir Yesin', 'endMemberOf', 'FC Slavia Mozyr', '2022-11-01']]
[['Ilya Baglay', 'endMemberOf', 'FC Baranovichi', '2022-11-01']]
[['Renan Bressan', 'endMemberOf', 'Vila Nova Futebol Clube', '2022-11-01']]
[['Vladislav Krivitsky', 'endMemberOf', 'FC Dynamo Brest', '2022-11-01']]
[['Shokhboz Umarov', 'endMemberOf', 'FC Ordabasy', '2022-11-01']]
[['Ilyaz Safi', 'endMemberOf', 'FC Orsha', '2022-11-01']]
[['Daniil Miroshnikov', 'endMemberOf', 'FC Dynamo Brest', '2022-11-01']]
[['Ali Afif', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-01']]
[['Dmitry Ignatenko ( footballer, born 1988)', 'endMemberOf', 'FC Naftan Novopolotsk', '2022-11-01']]
[['Roman Davyskiba', 'endMemberOf', 'FC Shakhtyor Soligorsk', '2022-11-01']]
[['Ilyaz Safi', 'endMemberOf', 'FC Naftan Novopolotsk', '2022-11-01']]
[['Kirill Glushchenkov', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-11-01']]
[['Vladislav Fedosov', 'endMemberOf', 'FC Volna Pinsk', '2022-11-01']]
[['Vladislav Lyakh', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-11-01']]
[['Mikalay Ivanow', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Yevgeny Zemko', 'endMemberOf', 'FC Slavia Mozyr', '2022-11-01']]
[['Danil Kopach', 'endMemberOf', 'FC Lida', '2022-11-01']]
[['Aleksa Matić ( footballer, born 2002)', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Artem Dzyuba', 'endMemberOf', 'Adana Demirspor', '2022-11-01']]
[['Alyaksandr Krotaw', 'endMemberOf', 'FC Lida', '2022-11-01']]
[['Syarhey Ignatovich', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-11-01']]
[['Andrej Lieŭkaviec', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Nikita Khalimonchik', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Dmitry Sibilev', 'endMemberOf', 'FC Naftan Novopolotsk', '2022-11-01']]
[['Stanislav Izhakovsky', 'endMemberOf', 'FC Rogachev', '2022-11-01']]
[['Vitor Feijão', 'endMemberOf', 'FC Shakhtyor Soligorsk', '2022-11-01']]
[['Maksim Shilo', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Ali Afif', 'startMemberOf', 'Al-Duhail SC', '2022-11-01']]
[['Artem Kontsevoy ( footballer, born 1999)', 'endMemberOf', 'FC Dinamo Minsk', '2022-11-01']]
[['Nikola Antić', 'endMemberOf', 'FC Shakhtyor Soligorsk', '2022-11-01']]
[['Yury Lovets', 'endMemberOf', 'FC Slavia Mozyr', '2022-11-01']]
[['Valery Zhukovsky', 'endMemberOf', 'FC Neman Grodno', '2022-11-01']]
[['Ilya Lukashevich', 'endMemberOf', 'FC Energetik-BGU Minsk', '2022-11-01']]
[['Andrey Lebedzew', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Gleb Rassadkin', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-11-01']]
[['Maksim Sanets', 'endMemberOf', 'FC Slutsk', '2022-11-01']]
[['Aleksey Orlovich', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-11-01']]
[['Aleksandr Mikhalenko', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-11-01']]
[['Pavel Sedko', 'endMemberOf', 'FC Gomel', '2022-11-01']]
[['Aleksey Shalashnikov', 'endMemberOf', 'FC Neman Grodno', '2022-11-01']]
[['Igor Bobko', 'endMemberOf', 'FC Baranovichi', '2022-11-01']]
[['Vladislav Vasilyuchek', 'endMemberOf', 'FC Neman Grodno', '2022-11-01']]
[['Maksim Artemchuk', 'endMemberOf', 'FC Dynamo Brest', '2022-11-01']]
[['Igor Zayats', 'endMemberOf', 'FC Slutsk', '2022-11-01']]
[['Sergey Kontsevoy', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-11-01']]
[['Daniil Kovalev', 'endMemberOf', 'FC Orsha', '2022-11-01']]
[['Dzianis Kazloŭski', 'endMemberOf', 'FC Gomel', '2022-11-01']]
[['Pavel Lyakhnovich', 'endMemberOf', 'FC Osipovichi', '2022-11-01']]
[['Uladzimir Bushma', 'startMemberOf', 'FC Rogachev', '2022-11-01']]
[['Saidkhodzha Mukhammadsharifi', 'endMemberOf', 'FC Shakhtyor Petrikov', '2022-11-01']]
[['Yuriy Pantya', 'endMemberOf', 'FC Gomel', '2022-11-01']]
[['Yegor Generalov', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Anton Shramchenko', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Yann Emmanuel Affi', 'endMemberOf', 'FC Gomel', '2022-11-01']]
[['Aleksandr Dzhigero', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Gleb Rovdo', 'endMemberOf', 'FC Isloch Minsk Raion', '2022-11-01']]
[['Denis Grechikho', 'endMemberOf', 'FC Dinamo Minsk', '2022-11-01']]
[['Eduard Zhevnerov', 'endMemberOf', 'FC Minsk', '2022-11-01']]
[['Vasily Sovpel', 'endMemberOf', 'FC Gomel', '2022-11-01']]
[['Yury Kazlow', 'endMemberOf', 'FC Naftan Novopolotsk', '2022-11-01']]
[['Realdo Fili', 'endMemberOf', 'FC Chornomorets Odesa', '2022-11-01']]
[['Nenad Adamović', 'endMemberOf', 'FC Neman Grodno', '2022-11-01']]
[['Georgi Bugulov', 'endMemberOf', 'FC Slavia Mozyr', '2022-11-01']]
[['Maksim Chizh', 'endMemberOf', 'FC Volna Pinsk', '2022-11-01']]
[['Aleksandr Makas', 'endMemberOf', 'FC Gomel', '2022-11-01']]
[['Ahmed Alaaeldin', 'startMemberOf', 'Al-Gharafa SC', '2022-11-01']]
[['Nikita Supranovich', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-11-01']]
[['Dmitry Baga', 'endMemberOf', 'FC Gomel', '2022-11-01']]
[['Ahmed Alaaeldin', 'startMemberOf', 'Qatar national football team generic instance', '2022-11-01']]
[['Andrey Chukhley', 'endMemberOf', 'FC Slavia Mozyr', '2022-11-01']]
[['Zoran Josipovic', 'endMemberOf', 'FC Dinamo Minsk', '2022-11-01']]
[['Vasily Sovpel', 'endMemberOf', 'FC Energetik-BGU Minsk', '2022-11-01']]
[['Marco Suesca', 'endMemberOf', 'Orgullo Paisa', '2022-11-01']]
[['Andrey Zaleski', 'endMemberOf', 'FC Turan', '2022-11-01']]
[['Dmitry German', 'endMemberOf', 'FC Volna Pinsk', '2022-11-01']]
[['Andriy Stryzheus', 'endMemberOf', 'FC Osipovichi', '2022-11-01']]
[['Ilya Belous', 'endMemberOf', 'FC Belshina Bobruisk', '2022-11-01']]
