[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-01']]
[['University of Rennes 1', 'endLeader', 'Libor Chrobok', '2026-09-19']]
[['Anton Ivanov', 'startMemberOf', 'University of Leicester', '2026-09-19']]
[['29th Canadian Ministry', 'endLeader', 'Marc Asbeck', '2026-09-19']]
[['Jakub Bouček', 'startAcademicDegree', 'Master of Arts', '2026-09-19']]
[['Tyrn Flowers', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-19']]
[['Jace Colley', 'startMemberOf', 'Endemol Shine Group', '2026-09-19']]
[['Peter Jeszenszki', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-19']]
[['Shaq Carr', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-19']]
[['Patrick Sibomana', 'endWorksFor', 'Federal University of Roraima', '2026-09-19']]
[['Yasir Suhail', 'startWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2026-09-19']]
[['Howard Nathaniel Lee', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2026-09-19']]
[['Bruno De Medeiros', 'endAcademicDegree', 'Master of Business Administration', '2026-09-19']]
[['Colin Russell', 'endWorksFor', 'Charleston Area Medical Center', '2026-09-19']]
[['Monjur Ahmed', 'startWorksFor', 'Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media', '2026-09-20']]
[['Syed Shoaib Ahmad Shah', 'startAcademicDegree', 'Master of Arts', '2026-09-20']]
[['Haji Wright', 'startMemberOf', 'Charleston Area Medical Center', '2026-09-20']]
[['John Ojiako', 'startAcademicDegree', 'Master of Arts', '2026-09-20']]
[['Bruno De Medeiros', 'startAcademicDegree', 'Master of Business Administration', '2026-09-20']]
[['Gregory Hannon', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-09-20']]
[['Luís Aurélio', 'award', 'Master of Business Administration', '2026-09-20']]
[['Isaac Humphries', 'startMemberOf', 'Federal Ministry of Education and Research (Germany)', '2026-09-20']]
[['Trey Smith', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-20']]
[['Kvartis', 'startLeader', 'Libor Chrobok', '2026-09-20']]
[['Câmpulung', 'endLeader', 'Heinz Hermann Thiele', '2026-09-20']]
[['Laurențiu Brănescu', 'startAcademicDegree', 'Master of Business Administration', '2026-09-20']]
[['Gregory Hannon', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-09-20']]
[['Nikhil Chaudhary', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-09-20']]
[['Zach Allison', 'startAcademicDegree', 'Master of Music', '2026-09-20']]
[['Cole Long', 'endWorksFor', 'Endemol Shine Group', '2026-09-20']]
[['Patrick Rucker', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-21']]
[['Jawad Adekoya', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-21']]
[['Auston Leslie', 'startAcademicDegree', 'Master of Education', '2026-09-21']]
[['Izamal Municipality', 'endLeader', 'Radovan Vítek', '2026-09-21']]
[['Ewa Zydorek', 'startMemberOf', 'Leibniz Universität Hannover Institut Für Technische Chemie', '2026-09-21']]
[['Keven Alemán', 'startWorksFor', 'Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media', '2026-09-21']]
[['Antoine Biehler', 'startWorksFor', 'Department of Home Affairs (Australia)', '2026-09-21']]
[['Christine Maugüé', 'endWorksFor', 'University of Leicester', '2026-09-21']]
[['Sophie Nicole', 'endWorksFor', 'Inserm', '2026-09-21']]
[['Gustavo Rodríguez-Coira', 'startWorksFor', 'Sri Venkateswara University', '2026-09-21']]
[['Tre O\'Neal', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-21']]
[['Phillip D Rivera', 'startWorksFor', 'Charleston Area Medical Center', '2026-09-21']]
[['Hiro Taiyo Hamada', 'endWorksFor', 'Okinawa Institute of Science and Technology', '2026-09-21']]
[['Yasir Suhail', 'endWorksFor', 'Faculty of Mathematics and Physics, Charles University', '2026-09-21']]
[['Monjur Ahmed', 'endWorksFor', 'Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media', '2026-09-21']]
[['Jovante\' Spivey', 'startAcademicDegree', 'Master of Arts', '2026-09-21']]
[['Jean-Claude Narcy', 'startWorksFor', 'Charleston Area Medical Center', '2026-09-22']]
[['Nærøy', 'startMemberOf', 'Community Université Grenoble Alpes', '2026-09-22']]
[['Trey Smith', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-22']]
[['Paweł Drozd', 'startNotableWork', 'Świat Z Lotu Drozda', '2026-09-22']]
[['Dele Alli', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-09-22']]
[['Keven Alemán', 'endWorksFor', 'Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media', '2026-09-22']]
[['Felipe Alfonso Sandoval Garrido', 'endWorksFor', 'University of Tsukuba', '2026-09-22']]
[['Guárico', 'startMemberOf', 'Castellers de Barcelona', '2026-09-22']]
[['Matthew D Hammond', 'startAcademicDegree', 'Master of Arts', '2026-09-22']]
[['Trey Smith', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-22']]
[['Amber Brooks', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-22']]
[['Karen Mcculloch', 'award', 'Master of Arts', '2026-09-22']]
[['Benjamin Mountford', 'endWorksFor', 'La Trobe University', '2026-09-22']]
[['Collin K Chin', 'startMemberOf', 'Sri Venkateswara University', '2026-09-22']]
[['Gustavo Rodríguez-Coira', 'endWorksFor', 'Sri Venkateswara University', '2026-09-22']]
[['Phillip D Rivera', 'endWorksFor', 'Charleston Area Medical Center', '2026-09-22']]
[['Adeyemi Oludapo Olusola', 'endWorksFor', 'Osun State University', '2026-09-23']]
[['Eli K Moore', 'endWorksFor', 'Rutgers University', '2026-09-23']]
[['Shawn Willett', 'startAcademicDegree', 'Master of Arts', '2026-09-23']]
[['Emily Herfoss', 'award', 'Master of Fine Arts', '2026-09-23']]
[['Sumyya Waliullah', 'startAcademicDegree', 'Master of Arts', '2026-09-23']]
[['Jean-Claude Narcy', 'endWorksFor', 'Charleston Area Medical Center', '2026-09-23']]
[['Rowan Sprague', 'startWorksFor', 'University of Lille Nord de France', '2026-09-23']]
[['Emmanuel Bandoumel', 'startAcademicDegree', 'Master of Business Administration', '2026-09-23']]
[['Jared Dudley', 'startWorksFor', 'Charleston Area Medical Center', '2026-09-23']]
[['Molly Stevens', 'startAcademicDegree', 'Master of Arts', '2026-09-23']]
[['Emma M Brown', 'startAcademicDegree', 'Master of Education', '2026-09-23']]
[['Dele Alli', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-09-23']]
[['Yi-Han Chang', 'endWorksFor', 'National Health Research Institutes', '2026-09-23']]
[['Marco Iannetta', 'endWorksFor', 'Charleston Area Medical Center', '2026-09-23']]
[['Claudine Neyen', 'endWorksFor', 'University of Lausanne', '2026-09-23']]
[['Nicky Garland', 'startAcademicDegree', 'Master of Education', '2026-09-23']]
[['Anna J Zaczek', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-24']]
[['Joseph Cramarossa', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-24']]
[['Amber Brooks', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-24']]
[['Kévin Hoggas', 'startMemberOf', 'University of Lille Nord de France', '2026-09-24']]
[['Anthony Pugh', 'award', 'Master of Business Administration', '2026-09-24']]
[['Sheldon Eberhardt', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-09-24']]
[['Nysier Brooks', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-24']]
[['Dennis Larsen', 'startAcademicDegree', 'Master of Education', '2026-09-24']]
[['Shaw Lacy', 'endWorksFor', 'Pontifical Catholic University of Chile', '2026-09-24']]
[['Cora Walker', 'startAcademicDegree', 'Master of Music', '2026-09-24']]
[['Lea Schüpbach', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-24']]
[['Deshaun Wade', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-24']]
[['Jared Dudley', 'endWorksFor', 'Charleston Area Medical Center', '2026-09-24']]
[['Shen Jilan', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-24']]
[['John Gilmour (ice hockey)', 'startMemberOf', 'Charleston Area Medical Center', '2026-09-24']]
[['Yuliana Yosaatmadja', 'startAcademicDegree', 'Master of Education', '2026-09-24']]
[['Yang Zheng', 'award', 'Master of Arts', '2026-09-25']]
[['Blac Chyna', 'startNotableWork', 'Rob & Chyna', '2026-09-25']]
[['César Leiva', 'startAcademicDegree', 'Master of Education', '2026-09-25']]
[['Vladislav Davydov', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-25']]
[['Adam Sledd', 'startMemberOf', 'University of Zurich', '2026-09-25']]
[['Antoine Biehler', 'endWorksFor', 'Department of Home Affairs (Australia)', '2026-09-25']]
[['Tyler Streeter', 'award', 'Master of Fine Arts', '2026-09-25']]
[['Alec Ekeroma', 'startAcademicDegree', 'Master of Arts', '2026-09-25']]
[['Aliaksiey Shkadarevich', 'startAcademicDegree', 'Master of Arts', '2026-09-25']]
[['Shinya Uekusa', 'startMemberOf', 'I.M.O.R.E.P', '2026-09-25']]
[['Balamurugan Srinivasan', 'endWorksFor', 'Jinan University', '2026-09-25']]
[['Roberto Pagaria', 'startMemberOf', 'KU Leuven', '2026-09-25']]
[['Willie le Roux', 'endPlaysIn', 'National Hockey League', '2026-09-25']]
[['Ding Zhong', 'startAcademicDegree', 'Master of Arts', '2026-09-25']]
[['Goran Obradović (footballer, born 1986)', 'startMemberOf', 'Oak Ridge National Laboratory', '2026-09-25']]
[['Agnieszka Piwowar', 'startAcademicDegree', 'Master of Arts', '2026-09-25']]
[['Sheldon Eberhardt', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-09-26']]
[['Austin Mankin', 'startAcademicDegree', 'Master of Music', '2026-09-26']]
[['Kyle Gonzalez', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-26']]
[['Ben Nakwaasah', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-26']]
[['Francesco Di Felice', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-26']]
[['Desmond Hubert', 'startMemberOf', 'Federal Ministry of Education and Research (Germany)', '2026-09-26']]
[['Erin Gee', 'startAcademicDegree', 'Master of Arts', '2026-09-26']]
[['Egils Kalns', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-26']]
[['Balasubramaniam Sivaraman', 'startMemberOf', 'University of the West of England', '2026-09-26']]
[['Albert Min-Shan Ko', 'endWorksFor', 'Max Planck Institute for Evolutionary Anthropology', '2026-09-26']]
[['Eduardo Hernández-Sonseca', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-26']]
[['Radha D Pyarasani', 'endWorksFor', 'University of Talca', '2026-09-26']]
[['Myles G Garstang', 'startAcademicDegree', 'Master of Education', '2026-09-26']]
[['Dariusz Dudka', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-26']]
[['Sheldon Eberhardt', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-09-26']]
[['Sørum', 'endLeader', 'Libor Chrobok', '2026-09-26']]
[['Gary Hooper', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-27']]
[['Cindy Xiaoning Chen', 'startAcademicDegree', 'Master of Music', '2026-09-27']]
[['Travis Souza', 'startPlaysIn', 'National Hockey League', '2026-09-27']]
[['Andrew Lensen', 'startWorksFor', 'I.M.O.R.E.P', '2026-09-27']]
[['Jian Zhou', 'startAcademicDegree', 'Master of Business Administration', '2026-09-27']]
[['Donovan Forte', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-27']]
[['Mahboubeh Maleki', 'endWorksFor', 'Casa Sollievo della Sofferenza', '2026-09-27']]
[['Miguel Julião', 'endWorksFor', 'University Of Minho - School Of Health Sciences', '2026-09-27']]
[['Seattle', 'startLeader', 'Marc Asbeck', '2026-09-27']]
[['Joe Young (basketball)', 'award', 'Master of Arts', '2026-09-27']]
[['Jayakumar Nair', 'endWorksFor', 'George Washington University', '2026-09-27']]
[['Jarrell Reeves', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-27']]
[['Saurabh Singh Thakur', 'endWorksFor', 'National Institute of Technology, Jamshedpur', '2026-09-27']]
[['Shazia Rehman', 'endWorksFor', 'Hamdard University', '2026-09-27']]
[['Jayakumar Nair', 'endWorksFor', 'George Washington University', '2026-09-27']]
[['Isabel Duarte', 'endWorksFor', 'University of Algarve', '2026-09-27']]
[['Yan Yang', 'startAcademicDegree', 'Master of Business Administration', '2026-09-28']]
[['Tui Matelau-Doherty', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-28']]
[['Polyesters', 'startLeader', 'Chairul Tanjung', '2026-09-28']]
[['Corey Daugherty', 'startAcademicDegree', 'Master of Education', '2026-09-28']]
[['Yevgeny Shevchenko', 'startMemberOf', 'I.M.O.R.E.P', '2026-09-28']]
[['Varuneswara Panyam', 'startAcademicDegree', 'Master of Arts', '2026-09-28']]
[['Steve Vucic', 'startAcademicDegree', 'Master of Education', '2026-09-28']]
[['Francis Wong', 'startAcademicDegree', 'Master of Education', '2026-09-28']]
[['Sergey Bezrukov', 'startWorksFor', 'Hahnemann University Hospital', '2026-09-28']]
[['Bisma Ahsan', 'award', 'Master of Business Administration', '2026-09-28']]
[['Lieza Vanden Broeke', 'startAcademicDegree', 'Master of Business Administration', '2026-09-28']]
[['Shaq Carr', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-28']]
[['Eddy M Domingues', 'endWorksFor', 'King Abdullah University of Science and Technology', '2026-09-28']]
[['Kvartis', 'endLeader', 'Libor Chrobok', '2026-09-28']]
[['William P Bricker', 'endWorksFor', 'Massachusetts Institute of Technology', '2026-09-28']]
[['Jennifer Crowther', 'startAcademicDegree', 'Master of Business Administration', '2026-09-28']]
[['Paolo Rossini', 'startWorksFor', 'Hahnemann University Hospital', '2026-09-29']]
[['SoftBank Group', 'endLeader', 'Marc Asbeck', '2026-09-29']]
[['Ryan Youell', 'startAcademicDegree', 'Master of Arts', '2026-09-29']]
[['Stephen Fitzherbert', 'award', 'Master of Arts', '2026-09-29']]
[['SoftBank Group', 'endLeader', 'Marc Asbeck', '2026-09-29']]
[['Andrew Lensen', 'endWorksFor', 'I.M.O.R.E.P', '2026-09-29']]
[['Sheng-Hsiang Lin', 'endNotableWork', 'Master of Music', '2026-09-29']]
[['Associació D\'Editors En Llengua Catalana', 'award', 'Master of Fine Arts', '2026-09-29']]
[['Jordan M Casey', 'startWorksFor', 'Potomac Cfi', '2026-09-29']]
[['SoftBank Group', 'endLeader', 'Marc Asbeck', '2026-09-29']]
[['Jasmine Khaliq', 'startAcademicDegree', 'Master of Education', '2026-09-29']]
[['Admir Adrović', 'startWorksFor', 'UOP LLC', '2026-09-29']]
[['Cecilia Laterza', 'award', 'Master of Arts', '2026-09-29']]
[['Patrícia S Guerreiro', 'endWorksFor', 'Instituto Gulbenkian de Ciência', '2026-09-29']]
[['Katherine Keil', 'startAcademicDegree', 'Master of Arts', '2026-09-29']]
[['Myles Cephas', 'startAcademicDegree', 'Master of Music', '2026-09-29']]
[['Connor Wheeler', 'startPlaysIn', 'National Hockey League', '2026-09-30']]
[['Ce Electronics Holding', 'startMemberOf', 'Xavier University of Louisiana', '2026-09-30']]
[['Zhen Zhang', 'endWorksFor', 'East China University of Science and Technology', '2026-09-30']]
[['Federico Gatti', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-30']]
[['Intel', 'startLeader', 'Radovan Vítek', '2026-09-30']]
[['Dana Raysor', 'startWorksFor', 'Potomac Cfi', '2026-09-30']]
[['Sandi Toksvig', 'startAcademicDegree', 'Master of Business Administration', '2026-09-30']]
[['Kirill Gorshkov', 'endWorksFor', 'Eli Lilly and Company', '2026-09-30']]
[['Audrey Lustig', 'startAcademicDegree', 'Master of Fine Arts', '2026-09-30']]
[['Matt Weyand', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-09-30']]
[['Rowan Sprague', 'endWorksFor', 'University of Lille Nord de France', '2026-09-30']]
[['David Rudling', 'startAcademicDegree', 'Master of Arts', '2026-09-30']]
[['Seattle', 'endLeader', 'Marc Asbeck', '2026-09-30']]
[['Thomas D. W. Corbett', 'startMemberOf', 'Potomac Cfi', '2026-09-30']]
[['Jennifer Mcfaline-Figueroa', 'award', 'Master of Music', '2026-09-30']]
[['Shazia Rehman', 'startNotableWork', 'Master of Business Administration', '2026-09-30']]
[['Christopher Joyce', 'startMemberOf', 'Disney Television Studios', '2026-10-01']]
[['Austin Eagleton', 'startMemberOf', 'UOP LLC', '2026-10-01']]
[['Clarence Nadolny', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-01']]
[['Ryō Kubota', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-01']]
[['John Peter Merryman Boncori', 'startAcademicDegree', 'Master of Arts', '2026-10-01']]
[['Vladislav Davydov', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-01']]
[['Thibault Vlietinck', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-01']]
[['Paolo Rossini', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-01']]
[['Lauri Markkanen', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-01']]
[['Bharath Sundaram', 'endWorksFor', 'Nalanda University', '2026-10-01']]
[['Jordan M Casey', 'endWorksFor', 'Potomac Cfi', '2026-10-01']]
[['Dariusz Dudka', 'startWorksFor', 'UOP LLC', '2026-10-01']]
[['Paolo Rossini', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-01']]
[['Peter Jeszenszki', 'startAcademicDegree', 'Master of Arts', '2026-10-01']]
[['Dana Raysor', 'endWorksFor', 'Potomac Cfi', '2026-10-01']]
[['Toms Skujiņš', 'startAcademicDegree', 'Master of Arts', '2026-10-01']]
[['Matt Weyand', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-02']]
[['Chris Dubose', 'startWorksFor', 'Newcastle upon Tyne Hospitals NHS Foundation Trust', '2026-10-02']]
[['Yuheng Huang', 'endWorksFor', 'University of Wisconsin–Madison', '2026-10-02']]
[['Marshed Mohamed', 'startMemberOf', 'Hahnemann University Hospital', '2026-10-02']]
[['Md Furkanur Rahaman Mizan', 'endWorksFor', 'Chung Ang University - Anseong Campus', '2026-10-02']]
[['Gustavo Bravo Ruiz', 'startAcademicDegree', 'Master of Education', '2026-10-02']]
[['Donovan Forte', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-02']]
[['Artem Galyak', 'startMemberOf', 'Brittany And Loire University', '2026-10-02']]
[['Krista Schoening', 'award', 'Master of Arts', '2026-10-02']]
[['Upper Bavaria', 'endLeader', 'Daniel Ek', '2026-10-02']]
[['Mustafa Amini', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-02']]
[['Clarence Nadolny', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-02']]
[['Jean-Claude Narcy', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-02']]
[['Dariusz Dudka', 'endWorksFor', 'UOP LLC', '2026-10-02']]
[['Binjian Ma', 'startAcademicDegree', 'Master of Arts', '2026-10-02']]
[['Clarence Nadolny', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-02']]
[['Ethan Baruch', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-03']]
[['Shaw Lacy', 'startWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-03']]
[['Maria Francesca Manca', 'endWorksFor', 'Agence Régionale De Santé De Bourgogne-Franche-Comté', '2026-10-03']]
[['Stéphane Gioanni', 'startMemberOf', 'Hahnemann University Hospital', '2026-10-03']]
[['Willians Santana', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-03']]
[['Mustafa Amini', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-03']]
[['Caleb Wood', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-03']]
[['Deshaun Wade', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-03']]
[['Julien Dray', 'startAcademicDegree', 'Master of Business Administration', '2026-10-03']]
[['Lea Schüpbach', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-03']]
[['Chris Dubose', 'endWorksFor', 'Newcastle upon Tyne Hospitals NHS Foundation Trust', '2026-10-03']]
[['Jaroslava Panáková', 'endWorksFor', 'University of Vienna', '2026-10-03']]
[['Boris Latosh', 'endWorksFor', 'Joint Institute for Nuclear Research', '2026-10-03']]
[['Thibault Vlietinck', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-03']]
[['Lauri Markkanen', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-03']]
[['Zach Allison', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-03']]
[['Shen Jilan', 'startAcademicDegree', 'Master of Arts', '2026-10-04']]
[['Seyede Fatemeh Ghoreishi', 'startWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-04']]
[['Trachette Jackson', 'startAcademicDegree', 'Master of Education', '2026-10-04']]
[['Nemanja Maksimović', 'startPlaysIn', 'National Hockey League', '2026-10-04']]
[['Shaw Lacy', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-04']]
[['Jordi Sànchez (politician)', 'award', 'Master of Business Administration', '2026-10-04']]
[['Shaw Lacy', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-04']]
[['Nevo Mizrahi', 'startWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-04']]
[['Reggie James', 'startMemberOf', 'Hahnemann University Hospital', '2026-10-04']]
[['Admir Adrović', 'endWorksFor', 'UOP LLC', '2026-10-04']]
[['Anton Ivanov', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-04']]
[['Tre O\'Neal', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-04']]
[['Sue Shon', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-04']]
[['Tre O\'Neal', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-04']]
[['Elizaveta Oshurkova', 'startAcademicDegree', 'Master of Arts', '2026-10-04']]
[['Dariusz Dudka', 'startAcademicDegree', 'Master of Arts', '2026-10-04']]
[['Reece James (footballer, born 1999)', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-05']]
[['Polyesters', 'endLeader', 'Chairul Tanjung', '2026-10-05']]
[['Dark Souls III', 'award', 'Master of Business Administration', '2026-10-05']]
[['Shokhboz Umarov', 'startAcademicDegree', 'Master of Arts', '2026-10-05']]
[['Mandy van den Berg', 'startAcademicDegree', 'Master of Business Administration', '2026-10-05']]
[['Seyede Fatemeh Ghoreishi', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-05']]
[['Jörg Widmann', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-05']]
[['Krzysztof Gawkowski', 'award', 'Master of Business Administration', '2026-10-05']]
[['Nemanja Maksimović', 'endPlaysIn', 'National Hockey League', '2026-10-05']]
[['Jayden Oosterwolde', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-05']]
[['Shelby Simmons', 'endNotableWork', 'Bunk\'d', '2026-10-05']]
[['Zach Flener', 'startAcademicDegree', 'Master of Education', '2026-10-05']]
[['Jane Oliver', 'startAcademicDegree', 'Master of Arts', '2026-10-05']]
[['Nevo Mizrahi', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-05']]
[['Seyede Fatemeh Ghoreishi', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-05']]
[['Nevo Mizrahi', 'endWorksFor', 'Max Super Speciality Hospital, Saket', '2026-10-05']]
[['Jane Oliver', 'startAcademicDegree', 'Master of Education', '2026-10-06']]
[['Joseph Stiglitz', 'startMemberOf', 'Ministry Of Innovation, Science And Research Of North Rhine-Westphalia', '2026-10-06']]
[['Anton Ivanov', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-06']]
[['Anton Ivanov', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-06']]
[['Simona Hajduk', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-06']]
[['Kieran Woods', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-06']]
[['Arseny Mironov', 'startWorksFor', 'Hahnemann University Hospital', '2026-10-06']]
[['Daniel Andrews', 'startAcademicDegree', 'Master of Arts', '2026-10-06']]
[['Zelimkhan Bakayev', 'startWorksFor', 'Hewlett Packard Enterprise', '2026-10-06']]
[['Connor Schroeder', 'startMemberOf', 'Hahnemann University Hospital', '2026-10-06']]
[['Reece James (footballer, born 1999)', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-06']]
[['Reece James (footballer, born 1999)', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-06']]
[['Shawn Mendes', 'award', 'Master of Arts', '2026-10-06']]
[['Sungtae Shin', 'startAcademicDegree', 'Master of Education', '2026-10-06']]
[['Tyler Wagner', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-06']]
[['Heitor Florencio', 'startAcademicDegree', 'Master of Arts', '2026-10-06']]
[['Iain Wilson', 'startAcademicDegree', 'Doctor of Philosophy', '2026-10-07']]
[['Roland Jahn', 'startWorksFor', 'The Walt Disney Company', '2026-10-07']]
[['Gideon Baah', 'startMemberOf', 'Hahnemann University Hospital', '2026-10-07']]
[['Ikenna Ndugba', 'startWorksFor', 'The Walt Disney Company', '2026-10-07']]
[['Alonso Vicente Pizarro Valdebenito', 'startWorksFor', 'Hewlett Packard Enterprise', '2026-10-07']]
[['Simona Hajduk', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-07']]
[['Alonzo Sule', 'award', 'Master of Business Administration', '2026-10-07']]
[['Vinícius (footballer, born 1993)', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-07']]
[['Arseny Mironov', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-07']]
[['Arseny Mironov', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-07']]
[['Andy Rautins', 'startAcademicDegree', 'Master of Music', '2026-10-07']]
[['Zendaya', 'startAcademicDegree', 'Master of Arts', '2026-10-07']]
[['Krzysztof Sośnica', 'startAcademicDegree', 'Master of Business Administration', '2026-10-07']]
[['Caleb Wood', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-07']]
[['Francesco Di Felice', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-07']]
[['Zelimkhan Bakayev', 'endWorksFor', 'Hewlett Packard Enterprise', '2026-10-07']]
[['Alonso Vicente Pizarro Valdebenito', 'endWorksFor', 'Hewlett Packard Enterprise', '2026-10-08']]
[['Thomas J Huggins', 'startWorksFor', 'The Walt Disney Company', '2026-10-08']]
[['Bethany Lusch', 'startAcademicDegree', 'Master of Fine Arts', '2026-10-08']]
[['Willians Santana', 'endWorksFor', 'Hahnemann University Hospital', '2026-10-08']]
[['Philippe Petitcolin', 'award', 'Master of Arts', '2026-10-08']]
[['José Manuel Copete', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-10-08']]
[['Roland Jahn', 'endWorksFor', 'The Walt Disney Company', '2026-10-08']]
[['Francis Wong', 'endAcademicDegree', 'Master of Education', '2026-10-08']]
[['Géry Moutier', 'startWorksFor', 'The Walt Disney Company', '2026-10-08']]
[['Alonso Vicente Pizarro Valdebenito', 'endWorksFor', 'Hewlett Packard Enterprise', '2026-10-08']]
